ONLINEBF3U1ATSCHOOLL10PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\1.BIG Fun_Axelia\BF3\Unit 1\Online_BF3_U1 At School_L1_V1.0.pptx
ONLINEBF3U1ATSCHOOLL20DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\1.BIG Fun_Axelia\BF3\Unit 1\Online_BF3_U1 At School_L2_LP_V1.0.docx
ONLINEBF3U1ATSCHOOLL20PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\1.BIG Fun_Axelia\BF3\Unit 1\Online_BF3_U1 At School_L2_V1.0.pptx
ONLINEBF3U1ATSCHOOLL30DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\1.BIG Fun_Axelia\BF3\Unit 1\Online_BF3_U1 At School_L3_LP_V1.0.docx
ONLINEBF3U1ATSCHOOLL30PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\1.BIG Fun_Axelia\BF3\Unit 1\Online_BF3_U1 At School_L3_V1.0.pptx
ONLINEBF3U1ATSCHOOLL40DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\1.BIG Fun_Axelia\BF3\Unit 1\Online_BF3_U1 At School_L4_LP_V1.0.docx
ONLINEBF3U1ATSCHOOLL40PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\1.BIG Fun_Axelia\BF3\Unit 1\Online_BF3_U1 At School_L4_V1.0.pptx
BE1U1GOODMORNINGCLASS!L7V10DOC,"\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U1\BE1_U1L7\BE1_U1 Good Morning,Class!_L7_LP v1.0.doc"
BE1U1GOODMORNINGCLASS!L7PPTV10PPTX,"\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U1\BE1_U1L7\BE1_U1 Good Morning,Class!_L7_PPT v1.0.pptx"
ONLINEBE1U2MYFAMILYL4PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U2\BE1_U2L4\Online_BE1_U2_My family_L4_V3.pptx
BE1U3MYBODYL3LPDOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U3\L3\BE1_U3 My body_L3_Lp.docx
ONLINEBE1U3MYBODYL3PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U3\L3\Online_BE1_U3 My body_L3.pptx
ONLINEBE1U3MYBODYL3HWDOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U3\L3\Online_BE1_U3 My body_L3_HW.docx
ONLINEBE1U3MYBODYL4PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U3\L4\Online_BE1_U3 My Body_L4.pptx
ONLINEBE1U3MYBODYL4HWDOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U3\L4\Online_BE1_U3 My Body_L4_HW.docx
ONLINEBE1U3MYBODYL4LPDOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U3\L4\Online_BE1_U3 My Body_L4_Lp.docx
ONLINEBE1U3MYBODYL50PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U3\L5\Online_BE1_U3 My Body_L5 V 1.0.pptx
ONLINEBE1U3MYBODYL5HW0DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U3\L5\Online_BE1_U3 My Body_L5_HW V 1.0.docx
ONLINEBE1U3MYBODYL51DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U3\L5\Online_BE1_U3 My Body_L5_LP V 1.1.docx
BE1U3MYBODYL630EDITEDPPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U3\L6\BE1_U3 My body_L6 (30)_EDITED.pptx
BE1U3MYBODYL630EDITEDDOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U3\L6\BE1_U3 My body_L6_LP (30)_EDITED.docx
ONLINEBE1U3MYBODYL60PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U3\L6\Online_BE1_U3 My Body_L6 V 1.0.pptx
ONLINEBE1U3MYBODYL6HW0DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U3\L6\Online_BE1_U3 My Body_L6_HW V 1.0.docx
ONLINEBE1U3MYBODYL6LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U3\L6\Online_BE1_U3 My body_L6_Lp V 1.1.docx
ONLINEBE1U3MYBODYL7HW0DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U3\L7\Online_BE1_U3 My Body_L7_HW V 1.0.docx
ONLINEBE1U3MYMYBODYL70DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U3\L7\Online_BE1_U3 My My Body_L7 V 1.0.docx
ONLINEBE1U3MYMYBODYL70PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U3\L7\Online_BE1_U3 My My Body_L7 V 1.0.pptx
ONLINEBE1U3MYBODYL8LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U3\L8\Online_BE1_U3 My body_L8 LP V 1.1.docx
ONLINEBE1U3MYBODYL80PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U3\L8\Online_BE1_U3 My body_L8 V 1.0.pptx
ONLINEBE1U3MYBODYL8HW0DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U3\L8\Online_BE1_U3 My body_L8_HW V 1.0.docx
ONLINEBE1U4MYFAVORITECLOTHESL10PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L1\Online_BE1_U4 My Favorite Clothes_L1 V 1.0.pptx
ONLINEBE1U4MYFAVORITECLOTHESL1HW0DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L1\Online_BE1_U4 My Favorite Clothes_L1_HW V 1.0.docx
ONLINEBE1U4MYFAVORITECLOTHESL1LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L1\Online_BE1_U4 My Favorite Clothes_L1_Lp V 1.1.docx
ONLINEBE1U4MYFAVORITECLOTHESL20PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L2\Online_BE1_U4 My Favorite Clothes_L2 V 1.0.pptx
ONLINEBE1U4MYFAVORITECLOTHESL2HW0DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L2\Online_BE1_U4 My Favorite Clothes_L2_HW V 1.0.docx
ONLINEBE1U4MYFAVORITECLOTHESL2LP0DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L2\Online_BE1_U4 My Favorite Clothes_L2_Lp V 1.0.docx
BE1AU4L30DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L3\BE1_A_U4L3_LP_V1.0.docx
BE1AU4L30PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L3\BE1_A_U4L3_LP_V1.0.pptx
ONLINEBE1U4MYFAVORITECLOTHESL3HW0DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L3\Online_BE1_U4 My Favorite Clothes_L3_HW V 1.0.docx
U4L3HANDOUTDOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\2.inclass\3_DiskStation_Oct-23-1649-2020_CaseConflict.Big English_James+Jane\BE1\BE1_40\U4\L3\U4 L3 handout.docx
MIXEDCARDSPPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\2.inclass\3_DiskStation_Oct-23-1649-2020_CaseConflict.Big English_James+Jane\BE1\BE1_40\U4\L4\mixed cards.pptx
ONLINEBE1U4MYFAVORITECLOTHESL40PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L4\Online_BE1_U4 My favorite clothes_L4 V 1.0.pptx
ONLINEBE1U4MYFAVORITECLOTHESL4HW0DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L4\Online_BE1_U4 My Favorite Clothes_L4_HW V 1.0.docx
ONLINEBE1U4MYFAVORITECLOTHESL4LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L4\Online_BE1_U4 My favorite clothes_L4_Lp V 1.1.docx
BE1U4MYFAVORITECLOTHESL5LP0DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L5\BE1_U4 My Favorite Clothes_L5 Lp V 1.0.docx
BE1U4MYFAVORITECLOTHESL50PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L5\BE1_U4 My Favorite Clothes_L5 V 1.0.pptx
FLASHCARDSPDF,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L5\Flashcards.pdf
ONLINEBE1U4MYFAVORITECLOTHESL5HW0DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L5\Online_BE1_U4 My Favorite Clothes_L5_HW V 1.0.docx
BE1U4MYFAVORITECLOTHESL6LP0DOC,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L6\BE1_U4 My Favorite Clothes_L6 Lp V 1.0.doc
BE1U4MYFAVORITECLOTHESL60PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L6\BE1_U4 My Favorite Clothes_L6 V 1.0.pptx
BE1U4MYFAVORITECLOTHESL6HW0DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L6\BE1_U4 My Favorite Clothes_L6_HW V 1.0.docx
ONLINEBE1U4MYFAVORITECLOTHESL70DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L7\Online_BE1_U4 My Favorite clothes_L7 V 1.0.docx
ONLINEBE1U4MYFAVORITECLOTHESL70PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L7\Online_BE1_U4 My Favorite clothes_L7 V 1.0.pptx
ONLINEBE1U4MYFAVORITECLOTHESL7HW0DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L7\Online_BE1_U4 My Favorite Clothes_L7_HW V 1.0.docx
ONLINEBE1U4MYFAVORITECLOTHESL8LP0DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L8\Online_BE1_U4 My favorite clothes_L8 LP V 1.0.docx
ONLINEBE1U4MYFAVORITECLOTHESL80PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L8\Online_BE1_U4 My favorite clothes_L8 V 1.0.pptx
ONLINEBE1U4MYFAVORITECLOTHESL8HW0DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U4\L8\Online_BE1_U4 My Favorite Clothes_L8_HW V 1.0.docx
ONLINEBE1U5BUSYATHOMEL711PPT,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U5\BE1_U5L7\Online_BE1_U5 Busy at home_L7 V1.1(1).ppt
ONLINEBE1U5BUSYATHOMEL7LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U5\BE1_U5L7\Online_BE1_U5 Busy at home_L7_Lp V 1.1.docx
ONLINEBE1U5BUSYATHOMEL81PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U5\BE1_U5L8\Online_BE1_U5 Busy at home_L8 V1.1.pptx
ONLINEBE1U5BUSYATHOMEL8LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U5\BE1_U5L8\Online_BE1_U5 Busy at home_L8_Lp V 1.1.docx
ONLINEBE1U6ONTHEFARML11PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U6\BE1_U6L1\Online_BE1_U6 On the Farm_L1 V 1.1.pptx
ONLINEBE1U6ONTHEFARML1LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U6\BE1_U6L1\Online_BE1_U6 On the Farm_L1_Lp V 1.1.docx
ONLINEBE1U6ONTHEFARML21PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U6\BE1_U6L2\Online_BE1_U6 On the Farm_L2 V 1.1.pptx
ONLINEBE1U6ONTHEFARML2LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U6\BE1_U6L2\Online_BE1_U6 On the Farm_L2_Lp V 1.1.docx
ONLINEBE1U6ONTHEFARML31PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U6\BE1_U6L3\Online_BE1_U6 On the Farm_L3 V1.1.pptx
ONLINEBE1U6ONTHEFARML3LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U6\BE1_U6L3\Online_BE1_U6 On the Farm_L3_Lp V 1.1.docx
ONLINEBE1U6ONTHEFARML40PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U6\BE1_U6L4\Online_BE1_U6 On the Farm_L4 V 1.0.pptx
ONLINEBE1U6ONTHEFARML4LP0DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U6\BE1_U6L4\Online_BE1_U6 On the Farm_L4_Lp V 1.0.docx
ONLINEBE1U6ONTHEFARML51PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U6\BE1_U6L5\Online_BE1_U6 On the Farm_L5 V 1.1.pptx
ONLINEBE1U6ONTHEFARML5LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U6\BE1_U6L5\Online_BE1_U6 On the Farm_L5_Lp V 1.1.docx
ONLINEBE1U6ONTHEFARML60PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U6\BE1_U6L6\Online_BE1_U6 On the Farm_L6 V 1.0.pptx
ONLINEBE1U6ONTHEFARML6LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U6\BE1_U6L6\Online_BE1_U6 On the Farm_L6_Lp V 1.1.docx
ONLINEBE1U6ONTHEFARML70PPT,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U6\BE1_U6L7\Online_BE1_U6 On the Farm_L7 V 1.0.ppt
ONLINEBE1U6ONTHEFARML7LP0DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U6\BE1_U6L7\Online_BE1_U6 On the Farm_L7_Lp V 1.0.docx
ONLINEBE1U6ONTHEFARML80PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U6\BE1_U6L8\Online_BE1_U6 On the farm_L8 V1.0.pptx
ONLINEBE1U6ONTHEFARML8LP0DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U6\BE1_U6L8\Online_BE1_U6 On the Farm_L8_Lp V 1.0.docx
ONLINEBE1U7PARTYTIMEL11PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U7\BE1_U7L1\Online_BE1_U7 Party time_L1 V 1.1.pptx
ONLINEBE1U7PARTYTIMEL1LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U7\BE1_U7L1\Online_BE1_U7 Party time_L1_Lp V 1.1.docx
ONLINEBE1U7PARTYTIMEL21PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U7\BE1_U7L2\Online_BE1_U7 Party time_L2 V 1.1.pptx
ONLINEBE1U7PARTYTIMEL2LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U7\BE1_U7L2\Online_BE1_U7 Party time_L2_Lp V 1.1.docx
ONLINEBE1U7PARTYTIMEL31PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U7\BE1_U7L3\Online_BE1_U7 Party time_L3 V 1.1.pptx
ONLINEBE1U7PARTYTIMEL3LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U7\BE1_U7L3\Online_BE1_U7 Party time_L3_Lp V 1.1.docx
ONLINEBE1U7PARTYTIMEL41PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U7\BE1_U7L4\Online_BE1_U7 Party time_L4 V 1.1.pptx
ONLINEBE1U7PARTYTIMEL4LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U7\BE1_U7L4\Online_BE1_U7 Party time_L4_Lp V 1.1.docx
ONLINEBE1U7PARTYTIMEL61PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U7\BE1_U7L6\Online_BE1_U7 Party time_L6 V 1.1.pptx
ONLINEBE1U7PARTYTIMEL6LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U7\BE1_U7L6\Online_BE1_U7 Party time_L6_Lp V 1.1.docx
ONLINEBE1U7PARTYTIMEL71PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U7\BE1_U7L7\Online_BE1_U7 Party time_L7 V 1.1.pptx
ONLINEBE1U7PARTYTIMEL7LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U7\BE1_U7L7\Online_BE1_U7 Party time_L7_Lp V 1.1.docx
ONLINEBE1U7PARTYTIMEL80PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U7\BE1_U7L8\Online_BE1_U7 Party time_L8 V1.0.pptx
ONLINEBE1U7PARTYTIMEL8LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U7\BE1_U7L8\Online_BE1_U7 Party time_L8_Lp V 1.1.docx
ONLINEBE1U8FUNANDGAMESL11PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U8\BE1_U8L1\Online_BE1_U8 Fun and games_L1 V 1.1.pptx
ONLINEBE1U8FUNANDGAMESL1LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U8\BE1_U8L1\Online_BE1_U8 Fun and games_L1_Lp V 1.1.docx
ONLINEBE1U8FUNANDGAMESL21PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U8\BE1_U8L2\Online_BE1_U8 Fun and games_L2 V 1.1.pptx
ONLINEBE1U8FUNANDGAMESL2LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U8\BE1_U8L2\Online_BE1_U8 Fun and games_L2_Lp V 1.1.docx
ONLINEBE1U8FUNANDGAMESL31PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U8\BE1_U8L3\Online_BE1_U8 Fun and games_L3 V 1.1.pptx
ONLINEBE1U8FUNANDGAMESL3LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U8\BE1_U8L3\Online_BE1_U8 Fun and games_L3_Lp V 1.1.docx
ONLINEBE1U8FUNANDGAMESL41PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U8\BE1_U8L4\Online_BE1_U8 Fun and games_L4 V 1.1.pptx
ONLINEBE1U8FUNANDGAMESL4LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U8\BE1_U8L4\Online_BE1_U8 Fun and games_L4_Lp V 1.1.docx
ONLINEBE1U8FUNANDGAMESL51PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U8\BE1_U8L5\Online_BE1_U8 Fun and games_L5 V 1.1.pptx
ONLINEBE1U8FUNANDGAMESL5LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U8\BE1_U8L5\Online_BE1_U8 Fun and games_L5_Lp V 1.1.docx
ONLINEBE1U8FUNANDGAMESL61PPTX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U8\BE1_U8L6\Online_BE1_U8 Fun and games_L6 V 1.1.pptx
ONLINEBE1U8FUNANDGAMESL6LP1DOCX,\\10.0.99.99\PPT\2.标准化课件 Standardized Courseware\1.online\2.BIG English_James+Jane\BE1\U8\BE1_U8L6\Online_BE1_U8 Fun and games_L6_Lp V 1.1.docx
